Id
Joseph Sambrook
Joshua Mason
Damian Menscher
Chad Seaman
Nick Sullivan
Kurt Thomas
Yi Zhou
Gerardo L. Munck
Jay Verkuilen
Anique Scheerder
Alexander Johannes Aloysius Maria van Deursen
Jan van Dijk
Yu Tang
Min Li
Jianxin Wang
Yi Pan
Fang‐Xiang Wu
Peng Zhang
Athanasios V. Vasilakos
Lina Zhou
Shimei Pan
Jianwu Wang
Prachi Srivastava
Nick Hopwood
Pamela L. Alreck
Robert B. Settle
Barbara Rita Barricelli
Elena Casiraghi
Daniela Fogli
Herman Aguinis
Ryan K. Gottfredson
Harry Joo
Bryan F. J. Manly
Lyman L. McDonald
Dana Thomas
Steve Easterbrook
Janice Singer
Margaret-Anne Storey
Daniela Damian
Mao Ye
Peifeng Yin
Wang-Chien Lee
Dik Lun Lee
Ankit Agrawal
Alok Choudhary
Effie Lai‐Chong Law
Virpi Roto
Marc Hassenzahl
Arnold Vermeeren
Joke Kort
Massimiliano Bonomi
Giovanni Bussi
Carlo Camilloni
Gareth A. Tribello
Pavel Banáš
Alessandro Barducci
Mattia Bernetti
Peter G. Bolhuis
Sandro Bottaro
Davide Branduardi
Riccardo Capelli
Paolo Carloni
Michele Ceriotti
Andrea Cesari
Haochuan Chen
Francesco Colizzi
Sandip De
Marco De La Pierre
Davide Donadio
Viktor Drobot
Bernd Ensing
Andrew L. Ferguson
Marta Filizola
James S. Fraser
Haohao Fu
Piero Gasparotto
Francesco Luigi Gervasio
Federico Giberti
Alejandro Gil-Ley
Toni Giorgino
Gabriella T. Heller
Glen M. Hocky
Marcella Iannuzzi
Michele Invernizzi
Kim E. Jelfs
Alexander Jussupow
Evgeny Kirilin
Alessandro Laio
Vittorio Limongelli
Kresten Lindorff‐Larsen
Thomas Löhr
Fabrizio Marinelli
Layla Martin‐Samos
Matteo Masetti
Ralf Meyer
Angelos Michaelides
Carla Molteni
Tetsuya Morishita
Marco Nava
Cristina Paissoni
Elena Papaleo
Michele Parrinello
Jim Pfaendtner
Pablo M. Piaggi
GiovanniMaria Piccini
Adriana Pietropaolo
Fabio Pietrucci
Silvio Pipolo
Davide Provasi
David Quigley
Paolo Raiteri
Stefano Raniolo
Jakub Rydzewski
Matteo Salvalaglio
Gabriele C. Sosso
Vojtěch Spiwok
Jiřı́ Šponer
David W. Swenson
Pratyush Tiwary
Ómar Valsson
Michele Vendruscolo
Gregory A. Voth
Andrew Dickson White
The Plumed Consortium
Jiří Klimeš
James Thorne
Andreas Vlachos
Christos Christodoulopoulos
Arpit Mittal
Itamar Arel
Derek Rose
Thomas P. Karnowski
William Bechtel
Adele Abrahamsen
Richard A. Shaw
Felix Hill
David Bell
Andrew F. Jarosz
Jennifer Wiley
Micah M. Murray
Denis Brunet
Christoph M. Michel
Charles E. Lindblom
David K. Cohen
John Warfield
David Avison
G. Fitzgerald
Amy S. Beavers
John W. Lounsbury
Jennifer Richards
Schuyler W. Huck
Gary Skolits
Shelley L. Esquivel
Kinza Shafique
Bilal A. Khawaja
Farah Sabir
Sameer Qazi
Muhammad Mustaqim
J. H. Ammeter
Hans Beat Buergi
Jack C. Thibeault
Ronald Hoffmann
Stephen W. Raudenbush
Robert J. Sampson
Tharindu R. Liyanagunawardena
Andrew Adams
Shirley Williams
Edward W. Cundiff
Kjell Erik Rudestam
Rae R. Newton
Ligang Zhang
Brijesh Verma
Dian Tjondronegoro
Vinod Chandran
Sheila Hawker
Sheila Payne
Christine Kerr
Michael Hardey
J. Enoch Powell
Roded Sharan
Igor Ulitsky
Ron Shamir
Tien Tuan Anh Dinh
Rui Liu
Meihui Zhang
Gang Chen
Beng Chin Ooi
Ji Wang
Mark Erickson
Andy Clark
Han Hu
Yonggang Wen
Tat‐Seng Chua
Xuelong Li
Ann P. Wood
DP Kelly
Bharat Joshi
Sharmin Rahman
Michail Kalaitzakis
Brennan Cain
James V. Johnson
Marios Xanthidis
Nare Karapetyan
Alan Hernandez
Alberto Quattrini Li
Nikolaos Vitzilaios
Ioannis Rekleitis
Raja Parasuraman
Dietrich Manzey
Solon Barocas
Andrew D. Selbst
William A. Ducker
Tim J. Senden
Richard M. Pashley
Daniel A. Hashimoto
Guy Rosman
Daniela Rus
Ozanan R. Meireles
J FrawleyWilliam
Piatetsky-ShapiroGregory
J MatheusChristopher
Albert J. Mills
Gabrielle Durepos
Elden Wiebe
Anneliese Depoux
Sam Martin
Emilie Karafillakis
Raman Preet
Annelies Wilder‐Smith
Heidi J. Larson
Rohan Gupta
Devesh Srivastava
Mehar Sahu
Swati Tiwari
Rashmi K. Ambasta
Pravir Kumar
Hanka Venselaar
Tim AH te Beek
Remko Kuipers
Maarten L. Hekkelman
Gert Vriend
Santiago Vilar
Giorgio Cozza
Stefano Moro
Ralph Sundberg
Erik Melander
Kumar Rakesh Ranjan
Stuart Read
Henry Chesbrough
Jim Spohrer
Hugues Bienaymé
Chris Hulme
G. ODDON
Philippe Schmitt
Tsjerk A. Wassenaar
Helgi I. Ingólfsson
Rainer A. Böckmann
D. Peter Tieleman
‪Siewert J. Marrink
Patrik Aspers
Ugo Corte
William M. K. Trochim
James P. Donnelly
Liang Zheng
Yi Yang
Alexander G. Hauptmann
Geoffrey J. McLachlan
D. Collett
Ronald J. Brachman
Hector J. Levesque
Tuğrul Daim
Guillermo Rueda
Hilary Martin
Pisek Gerdsri
Eleni I. Vlahogianni
Matthew G. Karlaftis
John Golias
Norman Fenton
Martin Neil
Alexandros Labrinidis
H. V. Jagadish
Haifa Tamiminia
Bahram Salehi
Masoud Mahdianpari
Lindi J. Quackenbush
Sarina Adeli
Brian Brisco
日本食品工業学会
日本食品科学工学会
Starr Roxanne Hiltz
Murray Turoff
N. Leigh Anderson
Norman G. Anderson
W. Nicholson Price
I. Glenn Cohen
Konrad Bleicher
Hans‐Joachim Böhm
Klaus Müller
Alexander Alanine
Christina V. Schwarz
Brian J. Reiser
Elizabeth A. Davis
Lisa Kenyon
Andrés Acher
David Fortus
Yael Shwartz
Barbara Hug
Joe Krajcik
Kris Braekers
Katrien Ramaekers
Inneke Van Nieuwenhuyse
Antonio Bicchi
V. Kumar
Jim Braxton
Darlene W. Davis
Brian Emerson
Elaine W. Flagg
Jeremy A. Grey
LaZetta Grier
Alesia Harvey
Sarah Kidd
Jennifer Kim
Kristen Kreisel
Eloisa Llata
Kerry Mauk
Rodney Presley
Viani Ramírez
Steven L. Shapiro
Sancta St. Cyr
Mark Stenger
Elizabeth Torrone
Hillard Weinstock
Emily Weston
Niketta Womack
C. Nadine Wathen
Jacquelyn Burkell
Nicole G. Weiskopf
Chunhua Weng
John F. Sowa
John A. Zachman
Philip J. Hajduk
Jonathan Greer
David L. Olson
Dursun Delen
Dean L. Fixsen
Karen A. Blasé
Sandra F. Naoom
Frances Wallace
Harold O. Fried
C. A. Knox Lovell
Shelton S. Schmidt
Yang Xin
Lingshuang Kong
Zhi Liu
Yuling Chen
Yanmiao Li
Hongliang Zhu
Mingcheng Gao
Haixia Hou
Chunhua Wang
Bernhard Schölkopf
Koji Tsuda
Jean‐Philippe Vert
Peter J. Brockwell
Richard A. Davis
A. D. Wilson
Manuela Baietto
Jeff Sauro
James R. Lewis
Chi Liu
Yaoming Cui
Xiangzhen Li
Minjie Yao
Matthew W. Pennell
Jonathan M. Eastman
Graham J. Slater
Joseph W. Brown
Josef C. Uyeda
Richard G. FitzJohn
Michael E. Alfaro
Luke J. Harmon
Cliff Lampe
Nicole B. Ellison
Charles Steinfield
Joanna E. M. Sale
Lynne Lohfeld
Kevin Brazil
Jon Jasperson
Pamela E. Carter
Robert W. Zmud
Jane Sutton
Zubin Austin
Joel Ross
Lilly Irani
M. Six Silberman
Andrew Zaldivar
Bill Tomlinson
Joaquin Vanschoren
Jan N. van Rijn
Bernd Bischl
Luı́s Torgo
Duncan E. Scott
Andrew R. Bayly
Chris Abell
John Skidmore
Mohammad Saeid Mahdavinejad
Mohammadreza Rezvan
Mohammadamin Barekatain
Peyman Adibi
Payam Barnaghi
Amit Sheth
Shmueli
Koppius
Sachin Kumar
Prayag Tiwari
Mikhail Zymbler
Dana Lahat
Tülay Adalı
Christian Jutten
Nicola Dragoni
Saverio Giallorenzo
Alberto Lluch Lafuente
Manuel Mazzara
Fabrizio Montesi
Ruslan Mustafin
Larisa Safina
Roeland Kindt
R. L. Coe
A. E. Eiben
James E. Smith
Dag W. Aksnes
Liv Langfeldt
Paul Wouters
S. W. Allen
A. E. Evrard
A. Mantz
Stephanie Baker
Wei Xiang
Ian Atkinson
Glenn W. Milligan
H. Charles Romesburg
Nathan Marz
Jim Warren
Alastair J. Wilson
Denis Réale
Michelle Clements
Michael M. Morrissey
Erik Postma
Craig A. Walling
Loeske E. B. Kruuk
Daniel H. Nussey
Loraine Busetto
Wolfgang Wick
Christoph Gumbinger
Sudhakar V. Nuti
Brian Wayda
Isuru Ranasinghe
Sisi Wang
Rachel P. Dreyer
Serene I. Chen
Karthik Murugiah
Liming Chen
Jesse Hoey
Chris Nugent
Diane J. Cook
Zhiwen Yu
Birgit C. Schlick‐Steiner
Florian M. Steiner
Bernhard Seifert
Christian Stauffer
Erhard Christian
Ross H. Crozier
Stephanie Forrest
Alan S. Perelson
Lawrence H. Allen
Rajesh Cherukuri
С. Мартин
A H Meek
Preben Willeberg
Richard Simon
Michael D. Radmacher
Kevin K. Dobbin
Lisa M. McShane
Charles David
Donald J. Jacobs
Alan H. Bond
Les Gasser
Abdulrahman Alarifi
AbdulMalik S. Al‐Salman
Mansour Alsaleh
Ahmad Alnafessah
Suheer Al-Hadhrami
Mai Al-Ammar
Hend S. Al‐Khalifa
Deborah J. Maclnnis
Bernard J. Jaworski
Elizabeth Boyle
Thomas Hainey
Thomas Connolly
Grant Gray
Jeffrey Earp
Michela Ott
Theodore Lim
Manuel Ninaus
Cláudia Ribeiro
João Pereira
Paula Fortuna
Sérgio Nunes
Benjamin K. Sovacool
Jonn Axsen
Steve Sorrell
Aaron Chatterji
David I. Levine
Michael W. Toffel
Christian Genest
James V. Zidek
Michael Tangermann
Klaus‐Robert Müller
Ad Aertsen
Niels Birbaumer
Christoph Braun
Clemens Brunner
Robert Leeb
Carsten Mehring
Kai J. Miller
Gernot Müller-Putz
Guido Nolte
Gert Pfurtscheller
Hubert Preißl
Gerwin Schalk
Alois Schlögl
Carmen Vidaurre
Stephan Waldert
Benjamin Blankertz
Anna D. Broido
Aaron Clauset
Batya Friedman
Helen Nissenbaum
Tara S. Behrend
David Sharek
Adam W. Meade
Eric Wiebe
