Work_ID,Title,Year,Cited_by,Authors,Author_IDs,Concepts
W1987708126,Synthesizing information systems knowledge: A typology of literature reviews,2014,1602,Guy Paré; Marie-Claude Trudel; Mirou Jaana; Spyros Kitsiou,A5035512658; A5068202101; A5088435608; A5046957334,Typology; Systematic review; Descriptive statistics
W2142284804,A typology of mixed methods research designs,2007,1600,Nancy L. Leech; Anthony J. Onwuegbuzie,A5037286012; A5011074768,Typology; Multimethodology; Notation
W2944523811,"A Survey of Augmented Reality Technologies, Applications and Limitations",2010,1599,D. W. F. van Krevelen; Ronald Poelman,A5033629142; A5031901931,Augmented reality; Computer science; Data science
W1989938544,Guidelines for data acquisition and data quality evaluation in environmental chemistry,1980,1598,D. MacDougall; Warren B. Crummett; et al.,A5055778869; A5028475877; A5104035824,Altmetrics; Citation; Icon
W229539680,WORLD HEALTH STATISTICS 2014,2016,1598,Laragh Gollogly,A5065327920,Statistics; Health statistics; Geography
W4238885544,Electronic Structure,2004,1598,Richard M. Martin,A5039238061,Exposition (narrative); Salient; Computer science
W2054407804,Bayesian community-wide culture-independent microbial source tracking,2011,1597,Dan Knights; Justin Kuczynski; Emily S. Charlson; Jesse Zaneveld; Michael C. Mozer; Ronald G. Collman; Frederic D. Bushman; Rob Knight; Scott T. Kelley,A5082358375; A5058269883; A5053640758; A5037261939; A5047726287; A5074582058; A5016535188; A5033881627; A5049973896,Metagenomics; Contamination; Bayesian probability
W1581231885,International Encyclopedia of Statistical Science,2011,1595,Miodrag Lovrić,A5020809220,Encyclopedia; Data science; Library science
W2135598826,A matrix factorization technique with trust propagation for recommendation in social networks,2010,1594,Mohsen Jamali; Martin Ester,A5036052714; A5018267399,Recommender system; Computer science; Collaborative filtering
W2981077025,"Which academic search systems are suitable for systematic reviews or meta‐analyses? Evaluating retrieval qualities of Google Scholar, PubMed, and 26 other resources",2019,1594,Michael Gusenbauer; Neal Haddaway,A5016302187; A5037189727,Computer science; Systematic review; Information retrieval
W1971849220,DataWarrior: An Open-Source Program For Chemistry Aware Data Visualization And Analysis,2015,1593,Thomas Sander; Joël Freyss; Modest von Korff; Christian Rufener,A5102021785; A5081069323; A5062040191; A5069521916,Chemical space; Visualization; Computer science
W2150514798,Evidence based medicine: a movement in crisis?,2014,1590,Trisha Greenhalgh; Jeremy Howick; Neal Maskrey,A5059176055; A5035838625; A5067803640,Context (archaeology); The Renaissance; Unintended consequences
W1611898144,Data Analysis and Regression: A Second Course in Statistics,1977,1587,Frederick Mosteller; John W. Tukey,A5109395807; A5023706141,Regression analysis; Computer science; Inference
W2153505326,ON USER STUDIES AND INFORMATION NEEDS,1981,1586,T. D. Wilson,A5099111335,Confusion; Information needs; Information seeking
W2949857618,VarSome: the human genomic variant search engine,2018,1586,Christos Kopanos; Vasilis Tsiolkas; Alexandros Kouris; Charles E. Chapple; Monica Albarca Aguilera; Richard J. Meyer; Andreas Massouras,A5083922544; A5014347304; A5068449034; A5002346336; A5008568315; A5110618746; A5074142338,Human genetic variation; News aggregator; Computer science
W2083780116,"Machine learning for medical diagnosis: history, state of the art and perspective",2001,1584,Igor Kononenko,A5055260770,Artificial intelligence; Computer science; Machine learning
W1727534288,Second Language Research: Methodology and Design,2021,1583,Alison Mackey; Susan M. Gass,A5033447632; A5062823200,Data collection; Research design; Computer science
W2056609785,Mining knowledge-sharing sites for viral marketing,2002,1580,Matthew Richardson; Pedro Domingos,A5062300635; A5018711331,Viral marketing; Computer science; Probabilistic logic
W2082453965,"Image Retrieval: Current Techniques, Promising Directions, and Open Issues",1999,1580,Yong Rui; Thomas S. Huang; Shih‐Fu Chang,A5100728762; A5101457342; A5037340457,Computer science; Image retrieval; Search engine indexing
W2317912355,Information Theory and Statistics.,1960,1580,Meyer Dwass; S. Kullback,A5054206095; A5069849313,Statistics; Information theory; Data science
W1698155719,Support Vector Machines,2020,1579,Mohammed J. Zaki; Wagner Meira,A5019559411; A5015728115,Computer science; Cluster analysis; Machine learning
W2103079830,Geographic Object-Based Image Analysis – Towards a new paradigm,2013,1579,Thomas Blaschke; Geoffrey J. Hay; Maggi Kelly; Stefan Lang; Peter Hofmann; Elisabeth A. Addink; Raul Queiroz Feitosa; F.D. van der Meer; H.M.A. van der Werff; Frieke Van Coillie; Dirk Tiede,A5056842687; A5001747110; A5076327478; A5085041409; A5037222306; A5084969996; A5067983564; A5030743731; A5021003051; A5111881168; A5033273961,Paradigm shift; Pixel; Data science
W1975017420,Estimation of effective interresidue contact energies from protein crystal structures: quasi-chemical approximation,1985,1578,Sanzo Miyazawa; Robert L. Jernigan,A5073480262; A5023494109,Citation; Altmetrics; Icon
W2796180820,Thematic analysis of qualitative research data: Is it as easy as it sounds?,2018,1573,Ashley N. Castleberry; Amanda Nolen,A5024972496; A5030349858,Thematic analysis; Qualitative research; Qualitative analysis
W8870360,Modern Information Retrieval : A Brief Overview,2001,1573,Amit Singhal,A5086991902,Computer science; Variety (cybernetics); Field (mathematics)
W2120959053,"Meta-analysis of individual participant data: rationale, conduct, and reporting",2010,1572,Richard D Riley; Paul C. Lambert; Ghada Abo-Zaid,A5040942978; A5002389217; A5027835197,Meta-analysis; Aggregate data; Participant observation
W2127775997,"Social network analysis: a powerful strategy, also for the information sciences",2002,1572,Evelien Otte; Ronald Rousseau,A5030475982; A5076549608,Centrality; Social network analysis; Network science
W15242090,The Rock Physics Handbook,2020,1571,Gary Mavko; Tapan Mukerji; Jack Dvorkin,A5012365110; A5013088513; A5038543186,Geophysics; Workflow; Earth science
W2810507576,The impact of digital technology and Industry 4.0 on the ripple effect and supply chain risk analytics,2018,1571,Dmitry Ivanov; Alexandre Dolgui; Boris Sokolov,A5085640653; A5015824343; A5072324607,Analytics; Supply chain; Control (management)
W2932631983,How phenomenology can help us learn from the experiences of others,2019,1571,Brian E. Neubauer; Catherine Witkop; Lara Varpio,A5070004409; A5022297956; A5021077287,Phenomenology (philosophy); Psychology; Data science
W2127492100,Meme-tracking and the dynamics of the news cycle,2009,1570,Jure Leskovec; Lars Bäckström; Jon Kleinberg,A5091272738; A5081744093; A5055710645,Tracking (education); Computer science; Dynamics (music)
W2026496668,Pitfalls and protocols in DEA,2001,1568,Robert G. Dyson; R. Allen; Ana S. Camanho; Victor V. Podinovski; Cláudia S. Sarrico; Estelle Shale,A5052639705; A5083715485; A5068554416; A5046010712; A5090526061; A5075400289,Data envelopment analysis; Computer science; Homogeneity (statistics)
W586302590,"Quality of Life: Assessment, Analysis, and Interpretation",2000,1567,Peter M. Fayers and David Machin,A5059055417,Reliability (semiconductor); Interpretation (philosophy); Missing data
W2614657806,International Encyclopedia of the Social and Behavioral Sciences,2001,1566,Robert Plomin,A5007723142,Encyclopedia; Behavioural sciences; Sociology
W193988059,Penetrating the Fog: Analytics in Learning and Education.,2011,1565,George Siemens; Phil Long,A5025890612; A5111857872,Learning analytics; Analytics; Computer science
W2004910511,Mining electronic health records: towards better research applications and clinical care,2012,1564,Peter Bjødstrup Jensen; Lars Juhl Jensen; Søren Brunak,A5017072444; A5005772961; A5011862057,Health records; Biology; Data science
W2061873838,Hidden factors and hidden topics,2013,1564,Julian McAuley; Jure Leskovec,A5021827617; A5091272738,Computer science; Product (mathematics); Recommender system
W2063935068,How Good is Volunteered Geographical Information? A Comparative Study of OpenStreetMap and Ordnance Survey Datasets,2010,1564,Muki Haklay,A5067226620,Volunteered geographic information; Computer science; Set (abstract data type)
W2754029504,A review of data-driven building energy consumption prediction studies,2017,1563,Kadir Amasyali; Nora El-Gohary,A5002699332; A5041397764,Energy consumption; Consumption (sociology); Predictive modelling
W2896252141,The Moral Machine experiment,2018,1562,Edmond Awad; Sohan Dsouza; Richard Kim; Jonathan Schulz; Joseph Henrich; Azim Shariff; Jean‐François Bonnefon; Iyad Rahwan,A5033716467; A5071796852; A5009041563; A5090439638; A5034266052; A5040553648; A5029258117; A5009232244,Variation (astronomy); Demographics; Moral dilemma
W1515542254,Bioanalytical method validation--a revisit with a decade of progress.,2000,1559,Vinod P. Shah; Kamal K. Midha; John W. A. Findlay; Howard Hill; James D. Hulse; Iain J. McGilveray; Gordon McKay; Krys J. Miller; Rabindra Patnaik; Mark L. Powell; Alfred Tonelli; C.T. Viswanathan; Avraham Yacobi,A5108461895; A5108473353; A5110035305; A5034308526; A5111727349; A5112182360; A5109895981; A5111433388; A5112148901; A5031796215; A5021036902; A5024957021; A5114258926,Bioanalysis; Data science; Computer science
W2019926099,The value of online surveys,2005,1559,Joel R. Evans; Anil Mathur,A5035851702; A5088287445,Strengths and weaknesses; Popularity; Online research methods
W2077663753,Critical Appraisal and Data Extraction for Systematic Reviews of Prediction Modelling Studies: The CHARMS Checklist,2014,1559,Karel G. M. Moons; Joris A. H. de Groot; Walter Bouwmeester; Yvonne Vergouwe; Susan Mallett; Douglas G. Altman; Johannes B. Reitsma; Gary S. Collins,A5107852791; A5051138110; A5001033550; A5009766171; A5089744545; A5042962646; A5007039126; A5060891981,Checklist; Critical appraisal; Data extraction
W2404901863,Deep Patient: An Unsupervised Representation to Predict the Future of Patients from the Electronic Health Records,2016,1558,Riccardo Miotto; Li Li; Brian Kidd; Joel T. Dudley,A5001694059; A5100361005; A5053941259; A5043599202,Machine learning; Artificial intelligence; Computer science
W4302341942,Statistical Methods in Medical Research,1972,1557,Peter A. Lachenbruch; P. Armitage,A5031050247; A5013424841,Computer science; Statistics; Data science
W1965972569,Data Streams: Algorithms and Applications,2005,1555,S. Muthukrishnan,A5075159410,Data stream mining; Computer science; Data stream
W2154286581,Towards better clinical prediction models: seven steps for development and an ABCD for validation,2014,1555,Ewout W. Steyerberg; Yvonne Vergouwe,A5091435927; A5009766171,Medicine; Concordance; Predictive modelling
W4255535209,Blockchain challenges and opportunities: a survey,2018,1555,Huaimin Wang; Zibin Zheng; Shaoan Xie; Hong‐Ning Dai; Xiangping Chen,A5101522100; A5000582109; A5101844572; A5072659343; A5101601497,Blockchain; Cryptocurrency; Anonymity
W249602592,Clinical and Experimental Immunology,1966,1553,Hanna Kay,A5013223612,Data science; Clinical immunology; Immunology
W3008881689,Health equity in England: the Marmot review 10 years on,2020,1553,Michael Marmot,A5074409311,Marmot; Equity (law); Medicine
W2096118443,A survey of techniques for internet traffic classification using machine learning,2008,1552,Thuy Nguyen Thi Thu; Grenville Armitage,A5100610140; A5075839939,Computer science; Traffic classification; Deep packet inspection
W2131697388,Recent advances in techniques for hyperspectral image processing,2009,1549,Antonio Plaza; Jón Atli Benediktsson; Joseph W. Boardman; Jason Brazile; Lorenzo Bruzzone; Gustau Camps‐Valls; Jocelyn Chanussot; Mathieu Fauvel; Paolo Gamba; Anthony G. Gualtieri; Mattia Marconcini; James C. Tilton; Giovanna Trianni,A5054292278; A5035508615; A5034033720; A5021258739; A5006095323; A5039052506; A5106124934; A5109224600; A5006623289; A5076836694; A5075959777; A5053901145; A5061770469,Hyperspectral imaging; Computer science; Snapshot (computer storage)
W2886599162,"Google Scholar, Web of Science, and Scopus: A systematic comparison of citations in 252 subject categories",2018,1548,Alberto Martín‐Martín; Enrique Orduña‐Malea; Mike Thelwall; Emilio Delgado López‐Cózar,A5076022971; A5077977144; A5034823602; A5058320404,Scopus; Subject (documents); Web of science
W2962883549,Deep Learning in Mobile and Wireless Networking: A Survey,2019,1548,Chaoyun Zhang; Paul Patras; Hamed Haddadi,A5030520880; A5048279197; A5043326652,Computer science; Deep learning; Mobile device
W1424318399,A review of definitions and measures of system resilience,2015,1547,Seyedmohsen Hosseini; Kash Barker; José Emmanuel Ramirez‐Marquez,A5102780548; A5064032094; A5102871608,Resilience (materials science); Computer science; Management science
W2028878459,Things That Make Us Smart: Defending Human Attributes in the Age of the Machine,1994,1547,Rick Robinson; Donald A. Norman,A5003907444; A5031920284,Computer science; Data science; Computer security
W3123115705,How ‘big data’ can make big impact: Findings from a systematic review and a longitudinal case study,2015,1547,Samuel Fosso Wamba; Shahriar Akter; Andrew Edwards; Geoffrey Chopin; Denis Gnanzou,A5061026797; A5017644589; A5069248942; A5080735115; A5023803675,Big data; Data science; Computer science
W2095900657,Human geography without scale,2005,1546,Sallie A. Marston; John Paul Jones; Keith Woodward,A5042591390; A5104072934; A5032354806,Operationalization; Human geography; Scale (ratio)
W2135790056,Collaborative topic modeling for recommending scientific articles,2011,1546,Chong Wang; David M. Blei,A5100329446; A5070920982,Collaborative filtering; Computer science; Recommender system
W2193561325,Mediation Analysis: A Practitioner's Guide,2015,1546,Tyler J. VanderWeele,A5028103646,Counterfactual thinking; Causal inference; Mediation
W3124878131,The online laboratory: conducting experiments in a real labor market,2011,1546,John J. Horton; David G. Rand; Richard Zeckhauser,A5077125314; A5101904505; A5023887452,Dilemma; Context (archaeology); Replicate
W4206471589,Computational Optimal Transport: With Applications to Data Science,2019,1543,Gabriel Peyré; Marco Cuturi,A5058651667; A5017263427,Computer science; Data science
W4206628346,Statistical Analysis of Circular Data,1993,1543,N. I. Fisher,A5029583587,Nonparametric statistics; Smoothing; Statistical analysis
W1495050269,Genetics of populations,1983,1542,Philip W. Hedrick,A5029310907,Pace; Variety (cybernetics); Presentation (obstetrics)
W2002470750,"Networks, Dynamics, and the Small‐World Phenomenon",1999,1541,Duncan J. Watts,A5000679279,Randomness; Phenomenon; Feature (linguistics)
